Datacode,Rectype,RecYear,monthday,Watershed,fireFrequency,LastFire,LastWildfire,Species,CensusReplicate,GalledStems,SampledStems
cgp01,1,1990,,004f,4,2,,ceanothus,7,3,100
cgp01,1,1990,,004f,4,2,,ceanothus,8,1,100
cgp01,1,1990,,004f,4,2,,ceanothus,9,1,100
cgp01,1,1990,,004f,4,2,,ceanothus,10,0,100
cgp01,1,1990,,004f,4,2,,ceanothus,11,2,100
cgp01,1,1990,,004f,4,2,,ceanothus,12,0,100
cgp01,1,1990,,004f,4,2,,ceanothus,13,1,100
cgp01,1,1990,,004f,4,2,,ceanothus,14,5,100
cgp01,1,1990,,004f,4,2,,ceanothus,15,3,100
cgp01,1,1990,,004f,4,2,,solidago,1,1,87
cgp01,1,1990,,004f,4,2,,solidago,2,24,200
cgp01,1,1990,,004f,4,2,,solidago,3,12,200
cgp01,1,1990,,004f,4,2,,solidago,4,19,200
cgp01,1,1990,,004f,4,2,,solidago,5,10,200
cgp01,1,1990,,004f,4,2,,solidago,6,14,169
cgp01,1,1990,,004f,4,2,,solidago,7,1,181
cgp01,1,1990,,004f,4,2,,solidago,8,0,200
cgp01,1,1990,,004f,4,2,,solidago,9,1,200
cgp01,1,1990,,004f,4,2,,solidago,10,2,128
cgp01,1,1990,,004f,4,2,,solidago,11,2,200
cgp01,1,1990,,004f,4,2,,solidago,12,2,200
cgp01,1,1990,,004f,4,2,,solidago,13,0,200
cgp01,1,1990,,004f,4,2,,solidago,14,1,200
cgp01,1,1990,,004f,4,2,,solidago,15,0,200
cgp01,1,1990,,004f,4,2,,solidago,16,4,200
cgp01,1,1990,,004f,4,2,,solidago,17,8,200
cgp01,1,1990,,004f,4,2,,solidago,18,6,200
cgp01,1,1990,,004f,4,2,,vernonia,1,6,50
cgp01,1,1990,,004f,4,2,,vernonia,2,9,50
cgp01,1,1990,,004f,4,2,,vernonia,3,5,50
cgp01,1,1990,,004f,4,2,,vernonia,4,6,50
cgp01,1,1990,,c01a,20,8,,ceanothus,1,9,100
cgp01,1,1990,,c01a,20,8,,ceanothus,2,3,100
cgp01,1,1990,,c01a,20,8,,ceanothus,3,5,100
cgp01,1,1990,,c01a,20,8,,ceanothus,4,5,100
cgp01,1,1990,,c01a,20,8,,ceanothus,5,6,100
cgp01,1,1990,,c01a,20,8,,ceanothus,6,6,100
cgp01,1,1990,,c01a,20,8,,ceanothus,7,4,100
cgp01,1,1990,,c01a,20,8,,ceanothus,8,11,100
cgp01,1,1990,,c01a,20,8,,ceanothus,9,10,100
cgp01,1,1990,,c01a,20,8,,ceanothus,10,2,100
cgp01,1,1990,,c01a,20,8,,ceanothus,11,0,100
cgp01,1,1990,,c01a,20,8,,ceanothus,12,1,100
cgp01,1,1990,,c01a,20,8,,ceanothus,13,1,100
cgp01,1,1990,,c01a,20,8,,ceanothus,14,2,100
cgp01,1,1990,,c01a,20,8,,ceanothus,15,3,100
cgp01,1,1990,,c01a,20,8,,solidago,1,3,200
cgp01,1,1990,,c01a,20,8,,solidago,2,2,200
cgp01,1,1990,,c01a,20,8,,solidago,3,0,200
cgp01,1,1990,,c01a,20,8,,solidago,4,2,200
cgp01,1,1990,,c01a,20,8,,solidago,5,3,200
cgp01,1,1990,,c01a,20,8,,solidago,6,1,200
cgp01,1,1990,,c01a,20,8,,solidago,7,0,200
cgp01,1,1990,,c01a,20,8,,solidago,8,1,200
cgp01,1,1990,,c01a,20,8,,solidago,9,1,200
cgp01,1,1990,,c01a,20,8,,solidago,10,3,200
cgp01,1,1990,,c01a,20,8,,solidago,11,0,200
cgp01,1,1990,,c01a,20,8,,solidago,12,12,200
cgp01,1,1990,,c01a,20,8,,solidago,13,4,200
cgp01,1,1990,,c01a,20,8,,solidago,14,7,200
cgp01,1,1990,,c01a,20,8,,solidago,15,7,200
cgp01,1,1990,,c01a,20,8,,solidago,16,18,200
cgp01,1,1990,,c01a,20,8,,solidago,17,3,200
cgp01,1,1990,,c01a,20,8,,solidago,18,17,200
cgp01,1,1990,,c01a,20,8,,vernonia,1,6,50
cgp01,1,1990,,c01a,20,8,,vernonia,2,5,50
cgp01,1,1990,,c01a,20,8,,vernonia,3,7,50
cgp01,1,1990,,c01a,20,8,,vernonia,4,5,50
cgp01,1,1990,,020a,20,11,,ceanothus,1,4,100
cgp01,1,1990,,020a,20,11,,ceanothus,2,2,100
cgp01,1,1990,,020a,20,11,,ceanothus,3,3,100
cgp01,1,1990,,020a,20,11,,ceanothus,4,1,100
cgp01,1,1990,,020a,20,11,,ceanothus,5,4,100
cgp01,1,1990,,020a,20,11,,ceanothus,6,3,100
cgp01,1,1990,,020a,20,11,,ceanothus,7,3,100
cgp01,1,1990,,020a,20,11,,ceanothus,8,0,100
cgp01,1,1990,,020a,20,11,,ceanothus,9,5,100
cgp01,1,1990,,020a,20,11,,ceanothus,10,3,100
cgp01,1,1990,,020a,20,11,,ceanothus,11,5,100
cgp01,1,1990,,020a,20,11,,ceanothus,12,4,100
cgp01,1,1990,,020a,20,11,,ceanothus,13,2,100
cgp01,1,1990,,020a,20,11,,ceanothus,14,1,100
cgp01,1,1990,,020a,20,11,,ceanothus,15,1,100
cgp01,1,1990,,020a,20,11,,solidago,1,37,200
cgp01,1,1990,,020a,20,11,,solidago,2,11,60
cgp01,1,1990,,020a,20,11,,solidago,3,4,126
cgp01,1,1990,,020a,20,11,,solidago,4,0,100
cgp01,1,1990,,020a,20,11,,solidago,5,16,58
cgp01,1,1990,,020a,20,11,,solidago,6,0,43
cgp01,1,1990,,020a,20,11,,solidago,7,2,200
cgp01,1,1990,,020a,20,11,,solidago,8,50,200
cgp01,1,1990,,020a,20,11,,solidago,9,35,183
cgp01,1,1990,,020a,20,11,,solidago,10,0,67
cgp01,1,1990,,020a,20,11,,solidago,11,18,89
cgp01,1,1990,,020a,20,11,,solidago,12,4,200
cgp01,1,1990,,020a,20,11,,solidago,13,16,200
cgp01,1,1990,,020a,20,11,,solidago,14,10,164
cgp01,1,1990,,020a,20,11,,solidago,15,4,120
cgp01,1,1990,,020a,20,11,,solidago,16,77,200
cgp01,1,1990,,020a,20,11,,solidago,17,1,175
cgp01,1,1990,,020a,20,11,,solidago,18,14,200
cgp01,1,1990,,020a,20,11,,vernonia,1,5,50
cgp01,1,1990,,020a,20,11,,vernonia,2,9,50
cgp01,1,1990,,020a,20,11,,vernonia,3,1,50
cgp01,1,1990,,020a,20,11,,vernonia,4,5,50
cgp01,1,1990,,020b,20,16,,ceanothus,1,6,100
cgp01,1,1990,,020b,20,16,,ceanothus,2,3,100
cgp01,1,1990,,020b,20,16,,ceanothus,3,1,100
cgp01,1,1990,,020b,20,16,,ceanothus,4,0,100
cgp01,1,1990,,020b,20,16,,ceanothus,5,0,100
cgp01,1,1990,,020b,20,16,,ceanothus,6,7,100
cgp01,1,1990,,020b,20,16,,ceanothus,7,4,100
cgp01,1,1990,,020b,20,16,,ceanothus,8,5,100
cgp01,1,1990,,020b,20,16,,ceanothus,9,3,100
cgp01,1,1990,,020b,20,16,,ceanothus,10,1,100
cgp01,1,1990,,020b,20,16,,ceanothus,11,0,100
cgp01,1,1990,,020b,20,16,,ceanothus,12,3,100
cgp01,1,1990,,020b,20,16,,ceanothus,13,2,100
cgp01,1,1990,,020b,20,16,,ceanothus,14,4,100
cgp01,1,1990,,020b,20,16,,ceanothus,15,6,100
cgp01,1,1990,,020b,20,16,,solidago,1,0,200
cgp01,1,1990,,020b,20,16,,solidago,2,9,200
cgp01,1,1990,,020b,20,16,,solidago,3,0,200
cgp01,1,1990,,020b,20,16,,solidago,4,0,200
cgp01,1,1990,,020b,20,16,,solidago,5,23,200
cgp01,1,1990,,020b,20,16,,solidago,6,2,200
cgp01,1,1990,,020b,20,16,,solidago,7,0,200
cgp01,1,1990,,020b,20,16,,solidago,8,19,200
cgp01,1,1990,,020b,20,16,,solidago,9,4,200
cgp01,1,1990,,020b,20,16,,solidago,10,0,200
cgp01,1,1990,,020b,20,16,,solidago,11,13,200
cgp01,1,1990,,020b,20,16,,solidago,12,10,200
cgp01,1,1990,,020b,20,16,,solidago,13,15,200
cgp01,1,1990,,020b,20,16,,solidago,14,0,200
cgp01,1,1990,,020b,20,16,,solidago,15,4,200
cgp01,1,1990,,020b,20,16,,solidago,16,43,200
cgp01,1,1990,,020b,20,16,,solidago,17,29,200
cgp01,1,1990,,020b,20,16,,solidago,18,13,200
cgp01,1,1990,,020c,20,11,,solidago,1,8,200
cgp01,1,1990,,020c,20,11,,solidago,2,19,200
cgp01,1,1990,,020c,20,11,,solidago,3,11,200
cgp01,1,1990,,020c,20,11,,solidago,4,10,200
cgp01,1,1990,,020c,20,11,,solidago,5,5,200
cgp01,1,1990,,020c,20,11,,solidago,6,4,200
cgp01,1,1990,,020c,20,11,,solidago,7,7,200
cgp01,1,1990,,020c,20,11,,solidago,8,5,200
cgp01,1,1990,,020c,20,11,,solidago,9,5,200
cgp01,1,1990,,020c,20,11,,solidago,10,2,200
cgp01,1,1990,,020c,20,11,,solidago,11,9,200
cgp01,1,1990,,020c,20,11,,solidago,12,7,200
cgp01,1,1990,,020c,20,11,,solidago,13,4,200
cgp01,1,1990,,020c,20,11,,solidago,14,0,200
cgp01,1,1990,,020c,20,11,,solidago,15,3,200
cgp01,1,1990,,020c,20,11,,solidago,16,3,200
cgp01,1,1990,,020c,20,11,,solidago,17,2,200
cgp01,1,1990,,020c,20,11,,solidago,18,3,200
cgp01,1,1990,,020c,20,11,,vernonia,1,6,50
cgp01,1,1990,,020c,20,11,,vernonia,2,8,50
cgp01,1,1990,,020c,20,11,,vernonia,3,3,50
cgp01,1,1990,,020c,20,11,,vernonia,4,13,50
cgp01,1,1991,,010a,10,1,,ceanothus,1,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,2,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,3,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,4,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,5,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,6,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,7,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,8,2,100
cgp01,1,1991,,010a,10,1,,ceanothus,9,2,100
cgp01,1,1991,,010a,10,1,,ceanothus,10,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,11,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,12,4,100
cgp01,1,1991,,010c,10,1,1,solidago,14,1,200
cgp01,1,1991,,010c,10,1,1,solidago,15,0,200
cgp01,1,1991,,010c,10,1,1,solidago,16,4,172
cgp01,1,1991,,010c,10,1,1,solidago,17,0,200
cgp01,1,1991,,010c,10,1,1,solidago,18,0,200
cgp01,1,1991,,010c,10,1,1,vernonia,1,3,50
cgp01,1,1991,,010c,10,1,1,vernonia,2,3,50
cgp01,1,1991,,010c,10,1,1,vernonia,3,14,50
cgp01,1,1991,,010c,10,1,1,vernonia,4,12,50
cgp01,1,1991,,010d,10,1,1,ceanothus,1,1,100
cgp01,1,1991,,010d,10,1,1,ceanothus,2,1,100
cgp01,1,1991,,010d,10,1,1,ceanothus,3,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,4,1,100
cgp01,1,1991,,010d,10,1,1,ceanothus,5,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,6,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,7,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,8,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,9,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,10,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,11,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,12,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,13,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,14,0,100
cgp01,1,1991,,010d,10,1,1,ceanothus,15,0,100
cgp01,1,1991,,010d,10,1,1,solidago,1,6,200
cgp01,1,1991,,010d,10,1,1,solidago,2,2,200
cgp01,1,1991,,010d,10,1,1,solidago,3,0,200
cgp01,1,1991,,010d,10,1,1,solidago,4,1,200
cgp01,1,1991,,010d,10,1,1,solidago,5,3,200
cgp01,1,1991,,010d,10,1,1,solidago,6,0,200
cgp01,1,1991,,010d,10,1,1,solidago,7,1,200
cgp01,1,1991,,010d,10,1,1,solidago,8,0,200
cgp01,1,1991,,010d,10,1,1,solidago,9,2,200
cgp01,1,1991,,010d,10,1,1,solidago,10,0,200
cgp01,1,1991,,010d,10,1,1,solidago,11,1,200
cgp01,1,1991,,010d,10,1,1,solidago,12,1,200
cgp01,1,1991,,010d,10,1,1,solidago,13,0,200
cgp01,1,1991,,010d,10,1,1,solidago,14,2,200
cgp01,1,1991,,010d,10,1,1,solidago,15,4,200
cgp01,1,1991,,010d,10,1,1,solidago,16,12,200
cgp01,1,1991,,010d,10,1,1,solidago,17,1,200
cgp01,1,1991,,010d,10,1,1,solidago,18,2,200
cgp01,1,1991,,010d,10,1,1,vernonia,1,8,50
cgp01,1,1991,,010d,10,1,1,vernonia,2,13,50
cgp01,1,1991,,010d,10,1,1,vernonia,3,1,50
cgp01,1,1991,,010d,10,1,1,vernonia,4,1,50
cgp01,1,1991,,001a,1,1,,ceanothus,1,0,100
cgp01,1,1991,,001a,1,1,,ceanothus,2,0,100
cgp01,1,1991,,001a,1,1,,ceanothus,3,4,100
cgp01,1,1991,,001a,1,1,,ceanothus,4,6,100
cgp01,1,1991,,001a,1,1,,ceanothus,5,7,100
cgp01,1,1991,,001a,1,1,,ceanothus,6,0,100
cgp01,1,1991,,001a,1,1,,ceanothus,7,1,100
cgp01,1,1991,,001a,1,1,,ceanothus,8,0,100
cgp01,1,1991,,001a,1,1,,ceanothus,9,8,100
cgp01,1,1991,,001a,1,1,,ceanothus,10,2,100
cgp01,1,1991,,001a,1,1,,ceanothus,11,2,100
cgp01,1,1991,,001a,1,1,,ceanothus,12,3,100
cgp01,1,1991,,001a,1,1,,ceanothus,13,0,100
cgp01,1,1991,,001a,1,1,,ceanothus,14,0,100
cgp01,1,1991,,001a,1,1,,ceanothus,15,2,100
cgp01,1,1991,,001a,1,1,,solidago,1,4,78
cgp01,1,1991,,001a,1,1,,solidago,2,0,48
cgp01,1,1991,,001a,1,1,,solidago,3,0,129
cgp01,1,1991,,001a,1,1,,solidago,4,0,111
cgp01,1,1991,,001a,1,1,,solidago,5,0,200
cgp01,1,1991,,001a,1,1,,solidago,6,0,200
cgp01,1,1991,,001a,1,1,,solidago,7,0,200
cgp01,1,1991,,001a,1,1,,solidago,8,0,200
cgp01,1,1991,,001a,1,1,,solidago,9,8,64
cgp01,1,1991,,001a,1,1,,solidago,10,1,200
cgp01,1,1991,,001a,1,1,,solidago,11,4,145
cgp01,1,1991,,001a,1,1,,solidago,12,3,200
cgp01,1,1991,,001a,1,1,,solidago,13,9,200
cgp01,1,1991,,001a,1,1,,solidago,14,29,200
cgp01,1,1991,,001a,1,1,,solidago,15,44,131
cgp01,1,1991,,001a,1,1,,solidago,16,34,200
cgp01,1,1991,,001a,1,1,,solidago,17,17,200
cgp01,1,1991,,001a,1,1,,solidago,18,13,200
cgp01,1,1991,,001a,1,1,,vernonia,1,9,50
cgp01,1,1991,,001a,1,1,,vernonia,2,7,50
cgp01,1,1991,,001a,1,1,,vernonia,3,1,50
cgp01,1,1991,,001a,1,1,,vernonia,4,3,50
cgp01,1,1991,,001c,1,1,,ceanothus,1,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,2,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,3,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,4,3,100
cgp01,1,1991,,001c,1,1,,ceanothus,5,1,100
cgp01,1,1991,,001c,1,1,,ceanothus,6,1,100
cgp01,1,1991,,001c,1,1,,ceanothus,7,1,100
cgp01,1,1991,,001c,1,1,,ceanothus,8,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,9,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,10,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,11,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,12,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,13,1,100
cgp01,1,1991,,001c,1,1,,ceanothus,14,0,100
cgp01,1,1991,,001c,1,1,,ceanothus,15,0,100
cgp01,1,1991,,001c,1,1,,solidago,1,11,119
cgp01,1,1991,,001c,1,1,,solidago,2,1,200
cgp01,1,1991,,001c,1,1,,solidago,3,0,52
cgp01,1,1991,,001c,1,1,,solidago,4,0,58
cgp01,1,1991,,001c,1,1,,solidago,5,0,34
cgp01,1,1991,,001c,1,1,,solidago,6,0,73
cgp01,1,1991,,001c,1,1,,solidago,7,2,200
cgp01,1,1991,,001c,1,1,,solidago,8,0,48
cgp01,1,1991,,001c,1,1,,solidago,9,0,92
cgp01,1,1991,,001c,1,1,,solidago,10,0,58
cgp01,1,1991,,001c,1,1,,solidago,11,0,37
cgp01,1,1991,,001c,1,1,,solidago,12,0,52
cgp01,1,1991,,001c,1,1,,solidago,13,0,118
cgp01,1,1991,,001c,1,1,,solidago,14,0,200
cgp01,1,1991,,001c,1,1,,solidago,15,0,200
cgp01,1,1991,,001c,1,1,,solidago,16,0,200
cgp01,1,1991,,001c,1,1,,solidago,17,0,200
cgp01,1,1991,,001c,1,1,,solidago,18,0,200
cgp01,1,1991,,001c,1,1,,vernonia,1,3,50
cgp01,1,1991,,001c,1,1,,vernonia,2,6,50
cgp01,1,1991,,001c,1,1,,vernonia,3,7,50
cgp01,1,1991,,001c,1,1,,vernonia,4,4,50
cgp01,1,1991,,004a,4,4,1,ceanothus,1,7,100
cgp01,1,1991,,004a,4,4,1,ceanothus,2,5,100
cgp01,1,1991,,004a,4,4,1,ceanothus,3,6,100
cgp01,1,1991,,004a,4,4,1,ceanothus,4,4,100
cgp01,1,1991,,004a,4,4,1,ceanothus,5,2,100
cgp01,1,1991,,004a,4,4,1,ceanothus,6,5,100
cgp01,1,1991,,004a,4,4,1,ceanothus,7,3,100
cgp01,1,1991,,004a,4,4,1,ceanothus,8,3,100
cgp01,1,1991,,004a,4,4,1,ceanothus,9,3,100
cgp01,1,1991,,004a,4,4,1,ceanothus,10,6,100
cgp01,1,1991,,004a,4,4,1,ceanothus,11,5,100
cgp01,1,1991,,004a,4,4,1,ceanothus,12,3,100
cgp01,1,1991,,004a,4,4,1,ceanothus,13,11,100
cgp01,1,1991,,004a,4,4,1,ceanothus,14,3,100
cgp01,1,1991,,004a,4,4,1,ceanothus,15,8,100
cgp01,1,1991,,004a,4,4,1,solidago,1,82,200
cgp01,1,1991,,004a,4,4,1,solidago,2,38,200
cgp01,1,1991,,004a,4,4,1,solidago,3,16,129
cgp01,1,1991,,004a,4,4,1,solidago,4,26,145
cgp01,1,1991,,004a,4,4,1,solidago,5,68,190
cgp01,1,1991,,004a,4,4,1,solidago,6,41,190
cgp01,1,1991,,004a,4,4,1,solidago,7,104,182
cgp01,1,1991,,004a,4,4,1,solidago,8,49,200
cgp01,1,1991,,004a,4,4,1,solidago,9,81,132
cgp01,1,1991,,004a,4,4,1,solidago,10,46,200
cgp01,1,1991,,004a,4,4,1,solidago,11,100,200
cgp01,1,1991,,004a,4,4,1,solidago,12,62,200
cgp01,1,1991,,004a,4,4,1,solidago,13,21,200
cgp01,1,1991,,004a,4,4,1,solidago,14,44,200
cgp01,1,1991,,004a,4,4,1,solidago,15,36,200
cgp01,1,1991,,004a,4,4,1,solidago,16,15,150
cgp01,1,1991,,004a,4,4,1,solidago,17,1,84
cgp01,1,1991,,004a,4,4,1,solidago,18,31,200
cgp01,1,1991,,004a,4,4,1,vernonia,1,3,50
cgp01,1,1991,,004a,4,4,1,vernonia,2,5,50
cgp01,1,1991,,004a,4,4,1,vernonia,3,5,50
cgp01,1,1991,,004a,4,4,1,vernonia,4,7,50
cgp01,1,1991,,004c,4,3,,ceanothus,1,1,100
cgp01,1,1991,,004c,4,3,,ceanothus,2,17,100
cgp01,1,1991,,004c,4,3,,ceanothus,3,1,100
cgp01,1,1991,,004c,4,3,,ceanothus,4,1,100
cgp01,1,1991,,004c,4,3,,ceanothus,5,6,100
cgp01,1,1991,,004c,4,3,,ceanothus,6,2,100
cgp01,1,1991,,004c,4,3,,ceanothus,7,4,100
cgp01,1,1991,,004c,4,3,,ceanothus,8,3,100
cgp01,1,1991,,004c,4,3,,ceanothus,9,2,100
cgp01,1,1991,,004c,4,3,,ceanothus,10,1,100
cgp01,1,1991,,004c,4,3,,ceanothus,11,2,100
cgp01,1,1991,,004c,4,3,,ceanothus,12,3,100
cgp01,1,1991,,004c,4,3,,ceanothus,13,1,100
cgp01,1,1991,,004c,4,3,,ceanothus,14,1,100
cgp01,1,1991,,004c,4,3,,ceanothus,15,1,100
cgp01,1,1991,,004c,4,3,,solidago,1,1,200
cgp01,1,1991,,004c,4,3,,solidago,2,10,200
cgp01,1,1991,,004c,4,3,,solidago,3,5,200
cgp01,1,1991,,004c,4,3,,solidago,4,3,200
cgp01,1,1991,,004c,4,3,,solidago,5,3,117
cgp01,1,1991,,004c,4,3,,solidago,6,17,200
cgp01,1,1991,,004c,4,3,,solidago,7,44,200
cgp01,1,1991,,004c,4,3,,solidago,8,20,200
cgp01,1,1991,,004c,4,3,,solidago,9,7,200
cgp01,1,1991,,004c,4,3,,solidago,10,1,73
cgp01,1,1991,,004c,4,3,,solidago,11,1,49
cgp01,1,1991,,004c,4,3,,solidago,12,2,30
cgp01,1,1991,,004c,4,3,,solidago,13,0,20
cgp01,1,1991,,004c,4,3,,solidago,14,15,82
cgp01,1,1991,,004c,4,3,,solidago,15,15,183
cgp01,1,1991,,004c,4,3,,solidago,16,5,114
cgp01,1,1991,,004c,4,3,,solidago,17,21,145
cgp01,1,1991,,004c,4,3,,solidago,18,8,130
cgp01,1,1991,,004c,4,3,,vernonia,1,2,50
cgp01,1,1991,,004c,4,3,,vernonia,2,4,50
cgp01,1,1991,,004d,4,2,,ceanothus,1,1,100
cgp01,1,1991,,004d,4,2,,ceanothus,2,6,100
cgp01,1,1991,,004d,4,2,,ceanothus,3,2,100
cgp01,1,1991,,004d,4,2,,ceanothus,4,0,100
cgp01,1,1991,,004d,4,2,,ceanothus,5,0,100
cgp01,1,1991,,004d,4,2,,ceanothus,6,2,100
cgp01,1,1991,,004d,4,2,,ceanothus,7,5,100
cgp01,1,1991,,004d,4,2,,ceanothus,8,3,100
cgp01,1,1991,,004d,4,2,,ceanothus,9,7,100
cgp01,1,1991,,004d,4,2,,ceanothus,10,7,100
cgp01,1,1991,,004d,4,2,,ceanothus,11,4,100
cgp01,1,1991,,004d,4,2,,ceanothus,12,0,100
cgp01,1,1991,,004d,4,2,,ceanothus,13,1,100
cgp01,1,1991,,004d,4,2,,ceanothus,14,6,100
cgp01,1,1991,,004d,4,2,,ceanothus,15,4,100
cgp01,1,1991,,004d,4,2,,solidago,1,15,157
cgp01,1,1991,,004d,4,2,,solidago,2,29,200
cgp01,1,1991,,004d,4,2,,solidago,3,10,200
cgp01,1,1991,,004d,4,2,,solidago,4,4,200
cgp01,1,1991,,004d,4,2,,solidago,5,12,200
cgp01,1,1991,,004d,4,2,,solidago,6,9,200
cgp01,1,1991,,004d,4,2,,solidago,7,3,200
cgp01,1,1991,,004d,4,2,,solidago,8,2,200
cgp01,1,1991,,004d,4,2,,solidago,9,10,200
cgp01,1,1991,,004d,4,2,,solidago,10,18,200
cgp01,1,1991,,004d,4,2,,solidago,11,8,68
cgp01,1,1991,,004d,4,2,,solidago,12,4,43
cgp01,1,1991,,004d,4,2,,solidago,13,2,166
cgp01,1,1991,,004d,4,2,,solidago,14,2,200
cgp01,1,1991,,004d,4,2,,solidago,15,2,200
cgp01,1,1991,,004d,4,2,,solidago,16,10,132
cgp01,1,1991,,004d,4,2,,solidago,17,14,200
cgp01,1,1991,,004d,4,2,,solidago,18,8,120
cgp01,1,1991,,004d,4,2,,vernonia,1,6,50
cgp01,1,1991,,004d,4,2,,vernonia,2,7,50
cgp01,1,1991,,004d,4,2,,vernonia,3,9,50
cgp01,1,1991,,004d,4,2,,vernonia,4,9,50
cgp01,1,1991,,004f,4,1,1,ceanothus,1,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,2,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,3,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,4,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,5,2,100
cgp01,1,1991,,004f,4,1,1,ceanothus,6,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,7,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,8,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,9,1,100
cgp01,1,1991,,004f,4,1,1,ceanothus,10,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,11,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,12,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,13,4,100
cgp01,1,1991,,004f,4,1,1,ceanothus,14,0,100
cgp01,1,1991,,004f,4,1,1,ceanothus,15,1,100
cgp01,1,1991,,004f,4,1,1,solidago,1,0,107
cgp01,1,1991,,004f,4,1,1,solidago,2,2,180
cgp01,1,1991,,004f,4,1,1,solidago,3,0,120
cgp01,1,1991,,004f,4,1,1,solidago,4,0,200
cgp01,1,1991,,004f,4,1,1,solidago,5,0,200
cgp01,1,1991,,004f,4,1,1,solidago,6,0,200
cgp01,1,1991,,004f,4,1,1,solidago,7,0,200
cgp01,1,1991,,004f,4,1,1,solidago,8,0,200
cgp01,1,1991,,004f,4,1,1,solidago,9,0,200
cgp01,1,1991,,004f,4,1,1,solidago,10,0,200
cgp01,1,1991,,004f,4,1,1,solidago,11,0,200
cgp01,1,1991,,004f,4,1,1,solidago,12,0,200
cgp01,1,1991,,004f,4,1,1,solidago,13,1,200
cgp01,1,1991,,004f,4,1,1,solidago,14,0,200
cgp01,1,1991,,004f,4,1,1,solidago,15,0,200
cgp01,1,1991,,004f,4,1,1,solidago,16,1,200
cgp01,1,1991,,004f,4,1,1,solidago,17,1,200
cgp01,1,1991,,004f,4,1,1,solidago,18,3,118
cgp01,1,1991,,004f,4,1,1,vernonia,1,5,50
cgp01,1,1991,,004f,4,1,1,vernonia,2,10,50
cgp01,1,1991,,010a,10,1,,ceanothus,13,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,14,0,100
cgp01,1,1991,,010a,10,1,,ceanothus,15,4,100
cgp01,1,1991,,010a,10,1,,solidago,1,0,120
cgp01,1,1991,,010a,10,1,,solidago,2,0,125
cgp01,1,1991,,010a,10,1,,solidago,3,0,160
cgp01,1,1991,,010a,10,1,,solidago,4,0,90
cgp01,1,1991,,010a,10,1,,solidago,5,0,200
cgp01,1,1991,,010a,10,1,,solidago,6,0,200
cgp01,1,1991,,010a,10,1,,solidago,7,0,200
cgp01,1,1991,,010a,10,1,,solidago,8,0,200
cgp01,1,1991,,010a,10,1,,solidago,9,0,200
cgp01,1,1991,,010a,10,1,,solidago,10,0,200
cgp01,1,1991,,010a,10,1,,solidago,11,0,200
cgp01,1,1991,,010a,10,1,,solidago,12,0,200
cgp01,1,1991,,010a,10,1,,solidago,13,0,200
cgp01,1,1991,,010a,10,1,,solidago,14,0,200
cgp01,1,1991,,010a,10,1,,solidago,15,0,200
cgp01,1,1991,,010a,10,1,,solidago,16,0,200
cgp01,1,1991,,010a,10,1,,solidago,17,0,200
cgp01,1,1991,,010a,10,1,,solidago,18,0,200
cgp01,1,1991,,010a,10,1,,vernonia,1,4,50
cgp01,1,1991,,010a,10,1,,vernonia,2,21,50
cgp01,1,1991,,010a,10,1,,vernonia,3,4,50
cgp01,1,1991,,010a,10,1,,vernonia,4,5,50
