LTER.site,Locale,Species.code,Year,N.Obs,Abundance,Order,Species,Feeding,Habitat,Pollinator
KonzaPrairie,grasshopper,Hesperotettix spp.,2006,1,1,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2007,8,167,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2008,1,22,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2009,1,5,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2010,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2011,3,6,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2012,2,3,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2013,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2014,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2015,3,8,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1982,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1983,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1984,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1985,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1986,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1987,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1988,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1989,3,11,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1990,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1991,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1997,10,869,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1998,4,36,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,1999,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2000,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2001,1,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2002,8,124,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2003,5,55,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2004,7,68,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2005,10,56,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2006,10,55,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2007,10,236,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2008,10,222,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2009,6,53,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2010,7,32,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2011,8,37,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2012,8,146,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2013,8,289,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2014,4,31,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Syrbula admirabilis,2015,3,21,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1982,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1984,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1986,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1998,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,1999,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2000,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2001,3,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2002,6,18,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2003,6,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2004,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2005,3,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2006,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2007,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2008,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2009,7,22,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2010,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2011,8,25,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2012,7,26,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2014,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia xanthoptera,2015,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1983,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1984,4,10,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1986,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1996,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,1999,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2000,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2001,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2002,7,22,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2003,6,25,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2004,5,8,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2005,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2006,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2007,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2008,4,24,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2009,2,9,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2012,3,8,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus packardii,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1983,6,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1984,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1986,4,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1987,7,13,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1988,7,22,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1989,4,37,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1997,4,37,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1998,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,1999,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2000,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2002,4,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2004,4,8,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2005,5,14,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2006,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2008,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Eritettix simplex,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1983,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1984,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1986,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1998,1,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2001,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2002,6,14,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2004,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2005,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2006,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2008,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2009,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2012,6,9,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia simplex,2015,3,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1983,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1984,6,10,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1985,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1986,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1988,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1989,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1990,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2001,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2002,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2008,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2009,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2011,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2012,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Paratylotr brunneri,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1983,4,13,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1996,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,1999,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2000,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2001,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2002,8,46,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2003,6,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2004,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2005,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2007,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2008,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2011,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2012,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Chrotophag viridifas,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1983,1,45,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1990,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1996,3,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1997,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1998,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,1999,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2000,1,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2001,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2002,8,89,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2003,6,28,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2004,4,10,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2005,7,26,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2006,10,33,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2007,7,45,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2008,7,21,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2009,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2011,5,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2012,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2013,7,28,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2014,5,50,Orthoptera,NA,herbivore,terrestrial,n
